Navigation Status,MMSI,Longitude,Latitude,Ship_Type
1,525100336,105.98286,-5.959598333333333,Cargo 
0,356291840,68.16149,61.57465,Tankers
0,525301368,106.09066,-5.904771666666667,Fishing
0,525500505,106.10461666666669,-5.947396666666667,Pilot
0,525400839,105.9787,-5.962203333333333,High-speed craft
0,525300875,106.11064333333331,-5.949308333333334,Fishing
8,525010303,106.118955,-5.9680816666666665,Unknown ship type
0,525015868,105.79646166666669,-5.831258333333333,Unknown ship type
0,525100375,105.99274166666666,-5.924045,Cargo 
15,525002068,105.98727,-5.956405,Passenger
11,525200009,106.00768,-5.907523333333334,Tankers
0,477141700,105.7709,-5.954268333333333,Unknown ship type
0,538002013,105.92021333333334,-6.000026666666667,Passenger
0,525012201,105.95961833333334,-5.913543333333333,Unknown ship type
15,525100250,106.05149833333331,-5.695693333333334,Cargo 
11,525500261,106.10740666666666,-5.976608333333333,Pilot
15,525601854,106.02085166666669,-6.311735,Search and rescue vessels
0,525007177,106.05560166666666,-5.999948333333333,Passenger
0,525019409,105.97793,-5.928416666666666,Unknown ship type
15,525963284,106.11094666666666,-5.98174,Unknown ship type
0,525016563,106.126305,-5.983685,Unknown ship type
0,525500784,106.10826,-5.950638333333333,Pilot
1,525012321,106.13099833333334,-5.9486,Unknown ship type
1,525701087,106.12856666666669,-5.93955,Tugs
0,525021421,105.753955,-5.269325,Unknown ship type
0,525003175,105.95618166666668,-5.819983333333333,Passenger
1,525008084,106.01887,-5.365833333333334,Passenger
0,525601851,-91.833255,-95.09976,Search and rescue vessels
0,525015377,105.75292333333331,-5.740141666666666,Unknown ship type
0,525015491,105.99082833333334,-5.954515,Unknown ship type
0,13788093,106.11394833333334,-5.9372533333333335,Unknown ship type
0,525016306,105.99820333333334,-5.71235,Unknown ship type
0,636019957,105.97744666666668,-5.971326666666666,Unknown ship type
0,525800155,-91.815495,-94.07719666666668,Sailing
11,525401141,106.09396,-6.732006666666667,High-speed craft
0,525015860,-91.646055,-95.56218666666666,Unknown ship type
0,525300118,-91.76256166666668,-95.81928,Fishing
0,525100805,105.98701833333334,-5.94888,Cargo 
0,525022100,105.98543666666669,-5.951928333333333,Unknown ship type
8,525701439,105.813995,-5.28632,Tugs
8,525200924,105.98655666666669,-5.945165,Tankers
15,525201016,106.10119333333331,-5.904711666666667,Tankers
0,319106900,105.569365,-6.167165,Cargo 
0,636025284,69.04874333333333,65.12343833333334,Unknown ship type
0,525900995,-91.84154833333334,-95.21058666666669,Other types of vessels
0,525300577,-91.67418833333332,-95.05176,Fishing
0,525401862,-93.96040166666668,-92.83122,High-speed craft
0,625005399,106.09738166666666,-5.860008333333333,Passenger
0,525001102,105.83304,-5.833688333333333,Passenger
1,525601570,106.11199166666668,-5.954425,Search and rescue vessels
0,525018198,81.26293,67.630435,Unknown ship type
0,525501944,-91.83986833333331,-95.10674666666668,Pilot
0,525019467,105.921655,-5.924695,Unknown ship type
0,525023144,105.878145,-5.898498333333333,Unknown ship type
15,525016693,105.997235,-5.920566666666667,Unknown ship type
0,525700899,106.114905,-5.938646666666667,Tugs
0,525124884,80.44501,67.63601333333334,Unknown ship type
15,525018033,106.17838666666668,-5.86072,Unknown ship type
0,525015407,106.00203666666668,-5.707945,Unknown ship type
0,525005177,105.97675666666666,-5.944165,Passenger
1,525019468,105.97772666666668,-5.934761666666667,Unknown ship type
0,525601981,-91.674455,-95.71017833333332,Search and rescue vessels
1,525701011,106.11190666666668,-6.510933333333333,Tugs
1,538008263,106.1119,-5.867025,Passenger
5,525114102,105.99202833333334,-5.969833333333334,Unknown ship type
0,525601581,-91.786695,-95.59461333333331,Search and rescue vessels
0,525024295,105.98060166666669,-5.931081666666667,Unknown ship type
1,525113030,106.04551666666669,-5.450788333333334,Unknown ship type
0,525021357,-91.93250833333332,-94.33525166666666,Unknown ship type
1,525003465,105.981055,-5.93685,Passenger
0,525200129,-91.983495,-94.19043333333332,Tankers
15,525201093,105.96241666666668,-5.919666666666667,Tankers
2,525501780,106.10722166666666,-5.979793333333333,Pilot
0,525007397,105.97284166666668,-5.951886666666667,Passenger
1,525019637,105.995345,-5.947448333333333,Unknown ship type
15,525200374,105.99560833333334,-5.93091,Tankers
15,525200529,106.11352166666668,-5.953573333333333,Tankers
5,525900437,106.111035,-5.981065,Other types of vessels
1,525300614,106.09733333333334,-5.859843333333333,Fishing
8,525024016,105.95777833333334,-6.0274383333333335,Unknown ship type
0,525501380,-91.56936166666668,-95.75727166666668,Pilot
1,525016024,106.13664,-5.950286666666667,Unknown ship type
1,525002061,105.98797333333331,-5.95246,Passenger
0,636021545,106.11407833333334,-5.751685,Unknown ship type
1,525016008,105.94412,-5.970265,Unknown ship type
0,525200308,-91.922375,-94.6371,Tankers
5,525023151,106.08508,-6.373453333333333,Unknown ship type
1,525121072,106.10883166666666,-5.773436666666667,Unknown ship type
5,525006404,106.02890666666669,-6.07386,Passenger
0,525301038,-91.911495,-94.55124333333332,Fishing
1,525002087,105.96198,-5.954755,Passenger
1,525013032,106.08225166666666,-5.40896,Unknown ship type
5,477899200,105.96343666666668,-5.996715,Sailing
5,370385000,105.95903666666666,62.843125,Unknown ship type
1,525121052,106.09446666666666,-5.870916666666667,Unknown ship type
0,525020136,-91.551975,-95.74853,Unknown ship type
0,525007392,105.94367666666666,67.90605666666667,Passenger
0,525001056,59.78751666666667,84.87783833333333,Passenger
1,525104002,106.00666666666666,-6.1254566666666665,Cargo 
1,525005350,106.00155,-6.346861666666666,Passenger
1,356344000,105.32556666666666,-5.5551216666666665,Unknown ship type
1,525100008,105.95403166666668,-5.96834,Cargo 
5,525200021,106.11051833333332,-5.974628333333333,Tankers
0,525018946,60.59690333333333,74.85020666666667,Unknown ship type
5,372241000,105.955805,-6.011298333333333,Unknown ship type
0,525601859,-93.291975,-93.85852833333334,Search and rescue vessels
5,563016600,105.95685666666668,-6.010413333333333,Unknown ship type
0,525121045,105.99434,-5.901248333333333,Unknown ship type
15,525024056,105.76887166666668,-5.554425,Unknown ship type
1,441838000,105.94204666666668,-5.98408,Unknown ship type
5,352003424,105.96062166666668,-6.00966,Passenger
5,636020122,105.95738666666666,-6.010641666666666,Unknown ship type
0,525100688,105.89008166666666,-5.909011666666666,Cargo 
1,371168000,105.92810333333334,64.08755666666667,Unknown ship type
5,525114126,106.05605333333334,-6.007821666666667,Unknown ship type
1,525006222,105.79786333333334,74.81894833333334,Passenger
1,525001125,105.99691,-5.936905,Passenger
0,525010368,-198.70895166666668,96.86573666666666,Unknown ship type
8,525300471,105.99648833333332,-5.946508333333333,Fishing
1,636019175,105.99026,-6.638631666666667,Unknown ship type
1,352003828,105.82607666666668,-5.77514,Passenger
0,525200031,105.99341,-5.950018333333333,Tankers
1,525018271,106.01406666666666,-5.985191666666666,Unknown ship type
1,525300013,106.10316833333331,-5.869485,Fishing
0,525023382,-91.659735,-94.82642666666666,Unknown ship type
0,525100633,105.99410833333332,-5.929516666666666,Cargo 
1,525106002,106.05560833333334,-5.8608416666666665,Cargo 
0,525022382,-92.13672166666667,-94.28136,Unknown ship type
0,525024354,-91.892055,-94.761285,Unknown ship type
0,525401163,106.05706333333332,87.32965333333334,High-speed craft
0,525016382,-91.68559333333332,-75.37152,Unknown ship type
0,525119052,106.00073,-5.869751666666667,Unknown ship type
11,525003395,105.98751333333334,-5.979278333333333,Passenger
1,525002084,105.97788,-5.967123333333333,Passenger
0,525020092,-91.567735,-95.49898166666668,Unknown ship type
0,525024003,-92.01274833333332,-94.38384,Unknown ship type
8,525700820,106.98584833333334,-5.725226666666667,Tugs
0,525019408,105.74780833333334,-6.667871666666667,Unknown ship type
0,636020337,105.47520333333334,-6.325843333333333,Unknown ship type
8,525005232,105.80417666666666,-5.8125583333333335,Passenger
0,525501643,-92.34986833333332,-94.04366166666668,Pilot
1,525201853,106.00821666666668,-6.729043333333333,Tankers
8,525200335,105.74952666666668,-5.478,Tankers
0,525002086,72.91498333333334,67.77700166666666,Passenger
0,565909000,105.29685,-7.425071666666667,Other types of vessels
0,525300723,-91.928775,-94.61508,Fishing
15,525006192,106.23304,-5.472456666666667,Passenger
0,525100875,-91.61576166666669,-94.757,Cargo 
0,525020171,-91.58546833333334,-95.37972166666668,Unknown ship type
5,548985000,105.95513333333334,-6.008683333333333,Unknown ship type
0,525300875,106.13154833333331,-5.972673333333334,Fishing
3,525023329,106.09136,-5.905898333333333,Unknown ship type
0,525101872,106.11353833333334,-5.96351,Cargo 
0,525100600,105.99170166666669,-5.946258333333334,Cargo 
0,525007397,105.9727,-5.951961666666667,Passenger
11,525500261,106.10745333333334,-5.976618333333334,Pilot
5,372241000,105.95583166666668,-6.011365,Unknown ship type
0,525005177,105.99888166666666,-5.936973333333333,Passenger
11,525021328,106.10767,-5.981795,Unknown ship type
0,525016306,105.99892,-5.669178333333333,Unknown ship type
0,525500505,106.10465166666668,-5.9474116666666665,Pilot
8,525010303,106.11938,-5.971198333333334,Unknown ship type
0,525900316,-96.34576166666666,-96.41426166666666,Other types of vessels
1,525113030,106.04545,-5.451926666666667,Unknown ship type
15,525002068,105.98729166666666,-5.956345,Passenger
0,525301368,106.09070666666666,-5.904771666666667,Fishing
0,525100633,105.99414666666668,-5.929496666666667,Cargo 
0,525010092,106.10890333333332,64.80134333333334,Unknown ship type
15,525006281,106.10266,-5.918456666666667,Passenger
15,525024056,105.82591,-6.656826666666666,Unknown ship type
0,525001056,65.81962333333334,68.82722833333334,Passenger
8,525016636,106.12504166666666,-5.984615,Unknown ship type
15,525024239,106.12475333333332,-5.967918333333333,Unknown ship type
15,525100250,106.05158833333331,-5.69996,Cargo 
0,525001068,106.10911666666668,-5.9751,Passenger
8,525501481,106.10244,-5.916243333333333,Pilot
0,477141700,105.71691333333334,-6.059158333333333,Unknown ship type
0,351243000,106.12372166666668,-5.96188,Unknown ship type
0,525019409,105.97774,-5.928228333333333,Unknown ship type
8,525006403,106.12086666666669,-5.934096666666667,Passenger
1,525001125,105.915815,-5.9115416666666665,Passenger
0,525500784,106.10828166666668,-5.95064,Pilot
8,525020371,106.12784666666668,-5.982593333333333,Unknown ship type
0,525100375,105.99276666666668,-5.924031666666667,Cargo 
0,525018198,81.26549,67.630245,Unknown ship type
0,13788093,106.11391833333332,-5.937298333333334,Unknown ship type
0,525019467,105.97075,-5.911796666666667,Unknown ship type
15,525601854,106.02093833333332,-6.3115483333333335,Search and rescue vessels
0,525024295,105.980545,-5.9310133333333335,Unknown ship type
0,525200031,105.99334,-5.94994,Tankers
0,525015491,105.99094,-5.954581666666667,Unknown ship type
1,525012321,106.131,-5.948593333333333,Unknown ship type
15,525963284,106.11097,-5.98173,Unknown ship type
0,477832300,106.49443166666669,-5.843126666666667,Unknown ship type
15,525001015,106.11345166666666,-5.937335,Passenger
0,525601851,-91.83272166666669,-95.09957333333334,Search and rescue vessels
0,525015377,105.80286,-6.198583333333334,Unknown ship type
1,525008084,106.01882833333332,-5.366686666666666,Passenger
0,525003175,106.023415,-5.821233333333334,Passenger
0,525501838,79.90421,69.1565,Pilot
11,525003395,105.98754666666666,-5.97927,Passenger
0,625005399,106.09740833333332,-5.859818333333333,Passenger
8,525300471,105.99653666666669,-5.946448333333334,Fishing
0,636019957,105.97757833333333,-5.971326666666666,Unknown ship type
0,525401907,-92.069415,-93.93418666666666,High-speed craft
0,525012201,105.97632833333331,-6.8063883333333335,Unknown ship type
0,526250218,106.12084,-5.955358333333334,Unknown ship type
0,525015868,105.796465,-5.831243333333333,Unknown ship type
0,525015860,-91.645975,-95.56117333333331,Unknown ship type
11,525401141,106.09404,-6.727693333333334,High-speed craft
0,525008044,105.31901166666668,-5.55562,Passenger
0,525016563,106.12633,-5.983696666666667,Unknown ship type
0,525007177,106.055615,-5.999843333333334,Passenger
15,525016693,72.97450333333333,69.17653666666666,Unknown ship type
0,525100688,105.95447833333333,-5.9329,Cargo 
2,525501780,106.10740666666666,-5.9797883333333335,Pilot
0,525124884,80.44682333333333,67.63494666666666,Unknown ship type
8,525005232,105.80429,-5.81258,Passenger
15,525701200,106.10553333333333,-5.90783,Tugs
1,371168000,105.92817833333334,-5.98925,Unknown ship type
0,525022100,105.98552666666669,-5.9518933333333335,Unknown ship type
0,525601859,-92.568535,-93.87754166666669,Search and rescue vessels
1,525016024,106.13668666666666,-5.950323333333333,Unknown ship type
0,525020092,-91.55072166666666,-95.50775333333333,Unknown ship type
15,525200374,105.95548666666669,-5.916013333333333,Tankers
1,525002061,105.98797333333331,-5.952448333333333,Passenger
0,525119052,106.04332,-5.856725,Unknown ship type
0,525700899,106.11494333333331,-5.938498333333333,Tugs
1,525121052,106.09438333333334,-5.8709,Unknown ship type
0,525401862,-93.705015,-92.98127333333332,High-speed craft
0,636023798,105.45384333333334,-6.21677,Unknown ship type
0,525022382,-92.136535,-94.28145333333332,Unknown ship type
1,525601894,106.05499833333332,-5.603053333333333,Search and rescue vessels
0,525601581,-91.785815,-95.5948,Search and rescue vessels
11,525200009,106.0077,-5.907525,Tankers
0,525900995,-91.84104166666668,-95.21045333333332,Other types of vessels
0,525001102,105.77774166666669,-5.924518333333333,Passenger
0,636025284,69.05002333333333,65.12525333333333,Unknown ship type
0,636021545,106.21132666666666,-5.741993333333333,Unknown ship type
0,525601981,-91.674455,-95.71039166666668,Search and rescue vessels
0,525100805,105.986975,-5.94884,Cargo 
0,525019408,105.74800166666668,-6.662893333333333,Unknown ship type
1,441838000,105.94212,-5.984095,Unknown ship type
0,538006003,105.912005,-6.018666666666666,Passenger
1,525601570,106.112,-5.954428333333333,Search and rescue vessels
0,565909000,105.27701166666668,-7.369928333333333,Other types of vessels
0,525701151,-91.590375,-95.466015,Tugs
0,525200126,105.749365,-6.135995,Tankers
0,525400839,105.978685,-5.962191666666667,High-speed craft
15,525018033,106.12468,-5.868728333333333,Unknown ship type
15,525201016,106.10122666666666,-5.904711666666667,Tankers
1,525025069,105.93738666666668,-6.000988333333333,Unknown ship type
0,525022220,-91.87152166666668,-95.15747333333331,Unknown ship type
0,525501989,-91.453415,-95.5519,Pilot
0,525121045,105.99443333333332,-5.901166666666667,Unknown ship type
1,525300614,106.09736,-5.859655,Fishing
5,525900437,106.111,-5.9811,Other types of vessels
0,525100493,105.80852,-5.257851666666666,Cargo 
0,525015407,106.00721166666666,-5.346625,Unknown ship type
1,525013032,106.08235166666668,-5.40368,Unknown ship type
5,525200021,106.11052166666668,-5.974616666666667,Tankers
0,525002086,71.01290333333333,68.69554,Passenger
0,525007392,105.99684166666668,-5.931358333333334,Passenger
5,636020122,105.95738,-6.010695,Unknown ship type
0,525022300,105.75331166666666,-5.449228333333333,Unknown ship type
1,525701011,106.11194833333332,-6.5108266666666665,Tugs
1,525019468,105.97777166666668,-5.934705,Unknown ship type
5,525023151,106.08511333333334,-6.373453333333333,Unknown ship type
0,525200308,-91.92194833333332,-94.63679833333332,Tankers
1,525121072,106.108865,-5.77052,Unknown ship type
5,525006404,106.02894333333332,-6.077806666666667,Passenger
1,525002087,105.961955,-5.954701666666667,Passenger
0,525301038,-91.91074833333332,-94.55102833333332,Fishing
0,525501944,-91.83920166666668,-95.10669333333334,Pilot
1,525106002,106.0556,-5.860945,Cargo 
1,525100008,105.95407666666668,-5.968343333333333,Cargo 
1,538008263,106.111985,-5.867013333333333,Passenger
15,525200529,106.11350833333331,-5.953403333333333,Tankers
5,370385000,105.95895333333333,-6.008558333333333,Unknown ship type
0,525100875,-91.675015,-95.06598333333334,Cargo 
1,525005350,106.00153333333331,-6.342598333333333,Passenger
0,636020337,105.52483666666669,-6.264896666666667,Unknown ship type
8,525024016,105.95777833333334,-6.0281883333333335,Unknown ship type
0,525107014,105.99798666666666,-5.982608333333333,Cargo 
1,525011121,106.12125833333332,-5.961565,Unknown ship type
0,525300118,-91.76224166666668,-95.81914666666668,Fishing
0,525900722,106.003595,-6.934565,Other types of vessels
15,525500603,105.83309166666666,-6.612135,Pilot
0,525800155,-91.81496166666666,-94.07776,Sailing
1,538002013,105.92231,-5.997193333333334,Passenger
0,525005105,106.92571166666669,-5.844285,Passenger
1,525003465,105.980955,-5.936855,Passenger
1,525006222,105.79874333333332,-5.821475,Passenger
1,525100336,105.983,-5.959603333333333,Cargo 
0,525200372,105.91608,-5.7425033333333335,Tankers
0,525021357,-91.93226833333334,-94.33527833333332,Unknown ship type
0,525401163,106.05789333333334,-5.6467833333333335,High-speed craft
1,352003828,105.82594,-5.775105,Passenger
1,525300013,106.10316833333331,-5.86947,Fishing
1,525201853,106.00825333333331,-6.732183333333333,Tankers
8,525200924,105.99558,-5.930948333333333,Tankers
0,525023382,-91.65928166666669,-94.82684333333331,Unknown ship type
1,525104002,106.00675166666667,-6.1236983333333335,Cargo 
3,525023329,106.09134333333331,-5.905901666666667,Unknown ship type
8,525014065,106.12550666666668,-5.9431666666666665,Unknown ship type
8,525010303,106.117515,-5.976513333333333,Unknown ship type
0,525005177,105.99884833333331,-5.937826666666667,Passenger
0,525100688,105.994145,-5.92951,Cargo 
0,525101872,106.11357166666669,-5.963515,Cargo 
0,525500505,106.104625,-5.947405,Pilot
0,525100875,-91.862055,-95.16585,Cargo 
0,525700899,106.114995,-5.938573333333333,Tugs
11,525021328,106.10761,-5.981796666666667,Unknown ship type
0,526250218,106.12085666666668,-5.95534,Unknown ship type
11,525401141,106.09406,-6.72581,High-speed craft
15,525024239,106.12469333333334,-5.968071666666667,Unknown ship type
0,636019957,105.97757833333333,-5.971348333333333,Unknown ship type
0,525001056,72.15786333333334,66.89890166666666,Passenger
0,525100375,105.95227,-5.917721666666667,Cargo 
0,525012201,105.99993666666668,-6.03902,Unknown ship type
15,525006281,106.102635,-5.918471666666667,Passenger
15,525002068,105.98726333333332,-5.956298333333334,Passenger
15,525963284,106.110965,-5.98172,Unknown ship type
0,525016563,106.12633,-5.98371,Unknown ship type
0,525200372,105.92353166666666,-5.73068,Tankers
15,525024056,105.89540333333332,-5.921703333333333,Unknown ship type
15,525100250,106.05157,-5.699213333333334,Cargo 
0,525010092,106.10879666666666,64.79985,Unknown ship type
0,525800155,-91.81474833333333,-94.07733333333331,Sailing
15,525001015,106.11347333333332,-5.937326666666666,Passenger
8,525020371,106.12785333333332,-5.98259,Unknown ship type
15,525601854,106.02098333333332,-6.31315,Search and rescue vessels
0,525601859,-91.90178833333331,-94.27999166666666,Search and rescue vessels
0,525124884,80.44138333333333,67.63526666666667,Unknown ship type
2,525501780,106.10782333333331,-5.979471666666667,Pilot
0,636023798,105.50392833333332,-6.192898333333333,Unknown ship type
0,351243000,106.11615,-5.974918333333333,Unknown ship type
8,525016636,106.12499833333334,-5.984611666666667,Unknown ship type
0,525500784,106.108255,-5.950645,Pilot
0,525100633,105.95729,-5.915895,Cargo 
0,538006003,105.915935,-6.019428333333333,Passenger
0,13788093,106.11390666666668,-5.937255,Unknown ship type
0,525701151,-91.66664166666666,-95.568365,Tugs
0,525015377,105.87140666666669,-5.913006666666667,Unknown ship type
8,525006403,106.120855,-5.934073333333333,Passenger
0,525024295,105.98048,-5.930985,Unknown ship type
0,477141700,105.64422666666668,-6.143138333333333,Unknown ship type
0,525301368,106.09032,-5.904306666666667,Fishing
0,525501838,79.90122333333333,69.15473333333334,Pilot
0,525100600,105.99159833333331,-5.946271666666667,Cargo 
0,525400839,105.97872166666669,-5.962223333333333,High-speed craft
5,563016600,105.95694,-6.010376666666667,Unknown ship type
0,525018198,81.26954333333333,67.627905,Unknown ship type
0,525015491,105.99094666666667,-5.954556666666667,Unknown ship type
0,525501944,-91.839255,-95.10704,Pilot
0,525007177,106.0556,-6.000148333333334,Passenger
1,525012321,106.13100166666666,-5.948618333333333,Unknown ship type
15,525018033,106.07560666666669,-5.853023333333334,Unknown ship type
11,525200009,106.0077,-5.907556666666666,Tankers
0,525401907,-92.069655,-93.93373333333334,High-speed craft
0,525015407,106.00800666666666,-5.392173333333333,Unknown ship type
11,525500261,106.10742,-5.976638333333334,Pilot
0,525900995,-91.84122833333332,-95.21056,Other types of vessels
0,625005399,106.09742666666666,-5.85978,Passenger
0,525300875,106.13157,-5.972353333333333,Fishing
0,525015868,105.79645666666669,-5.831331666666666,Unknown ship type
0,525007397,105.972765,-5.951925,Passenger
0,525019409,105.97778666666666,-5.928298333333333,Unknown ship type
0,525022100,105.98536333333334,-5.9518683333333335,Unknown ship type
1,525300614,106.09736333333332,-5.859648333333333,Fishing
5,525900437,106.111045,-5.98103,Other types of vessels
0,525021137,-91.726535,-95.60407333333332,Unknown ship type
15,525201093,105.9926,-5.924016666666667,Tankers
0,636021545,106.25237,78.614215,Unknown ship type
15,525701200,106.10548666666666,-5.9078083333333336,Tugs
0,525119052,106.11005833333331,-5.846621666666667,Unknown ship type
8,525501481,106.10239333333334,-5.916196666666667,Pilot
0,525007392,105.99681166666667,-5.931346666666666,Passenger
8,525200335,105.82401666666668,-6.461413333333334,Tankers
0,525107014,106.02822666666668,-5.843013333333333,Cargo 
1,525008084,106.01886333333331,-5.367113333333333,Passenger
0,525900722,105.996695,-5.9169366666666665,Other types of vessels
8,525200924,105.99557833333331,-5.930951666666667,Tankers
1,525701011,106.11197333333334,-6.50656,Tugs
8,525300471,105.99637,-5.946736666666666,Fishing
0,525200031,105.99337,-5.9498983333333335,Tankers
5,636020122,105.957415,-6.010751666666667,Unknown ship type
1,525019468,105.97771166666666,-5.934746666666666,Unknown ship type
0,525100805,105.98706,-5.949068333333333,Cargo 
1,538008263,106.11203333333331,-5.86701,Passenger
0,525601581,-91.78568166666666,-95.59512,Search and rescue vessels
15,525200529,106.11351833333332,-5.953413333333334,Tankers
0,525501989,-91.495975,-95.10309333333332,Pilot
0,525019467,105.9741,-5.9123383333333335,Unknown ship type
1,538002013,105.922555,-5.99704,Passenger
0,525601981,-91.67530833333332,-95.709805,Search and rescue vessels
0,525022300,105.837785,-6.3094133333333335,Unknown ship type
1,525001125,105.76939666666668,-5.867891666666667,Passenger
0,525022220,-91.86904166666666,-95.159785,Unknown ship type
8,525024016,105.95779333333331,-6.031708333333333,Unknown ship type
0,525601851,-91.83242833333334,-95.10016,Search and rescue vessels
1,525016024,106.13665333333331,-5.950326666666666,Unknown ship type
0,525121045,105.9945,-5.901238333333334,Unknown ship type
0,525401862,-93.44960166666668,-93.1361,High-speed craft
0,525003175,106.11543333333331,-5.825638333333333,Passenger
0,525016306,106.00082833333332,-5.606613333333334,Unknown ship type
5,370385000,105.95893,-6.008541666666667,Unknown ship type
0,525018946,60.60533,74.84925666666666,Unknown ship type
1,525011121,106.121265,-5.961673333333334,Unknown ship type
5,548985000,105.9551,-6.010801666666667,Unknown ship type
8,525005232,105.80424166666668,-5.812588333333333,Passenger
0,525100582,70.89962333333334,68.77617833333333,Cargo 
6,525016699,106.00575333333332,-5.246326666666667,Unknown ship type
0,525020136,-91.55192166666669,-95.74845,Unknown ship type
1,525121052,106.09433333333334,-5.246028333333333,Unknown ship type
1,525300013,106.10322333333332,-5.869468333333334,Fishing
1,352003828,105.82583666666666,-5.7750683333333335,Passenger
5,372241000,105.95579666666669,-6.011348333333333,Unknown ship type
0,636020337,105.58690333333334,-6.214846666666666,Unknown ship type
11,525003395,105.98764666666666,-5.979218333333334,Passenger
0,636025284,69.05290333333333,65.12306666666667,Unknown ship type
15,525500603,105.890195,-5.902445,Pilot
1,371168000,105.92820333333331,-5.989258333333333,Unknown ship type
1,525113030,106.04533333333332,-5.449731666666667,Unknown ship type
0,525020092,-91.45834833333332,-95.57183166666668,Unknown ship type
1,525601894,106.05503833333331,-5.609696666666666,Search and rescue vessels
0,636013794,106.00283833333332,-5.870638333333333,Unknown ship type
8,525015932,105.96855,-5.91921,Unknown ship type
0,525020171,-91.74472166666666,-95.61337,Unknown ship type
1,525016008,105.94419166666668,-5.970278333333333,Unknown ship type
1,525100008,105.953965,-5.968258333333333,Cargo 
5,525200021,106.11053,-5.97463,Tankers
0,525300577,-91.674215,-95.05186666666668,Fishing
15,525201016,106.10122666666666,-5.904645,Tankers
1,525201853,106.00822,-6.730041666666667,Tankers
0,525021421,105.77525666666666,-5.597951666666667,Unknown ship type
0,525020336,-93.82424166666668,-94.83309333333334,Unknown ship type
0,525024003,-92.012935,-94.38277333333332,Unknown ship type
1,525601570,106.11196666666666,-5.95443,Search and rescue vessels
0,525501643,-93.387975,-93.98771666666669,Pilot
1,525121072,106.10892333333334,-5.775521666666667,Unknown ship type
5,525006404,106.028925,-6.073325,Passenger
1,525002087,105.961905,-5.954695,Passenger
1,636019175,105.99130833333334,-6.667291666666666,Unknown ship type
1,525013032,106.08231166666668,-5.401656666666667,Unknown ship type
1,525008084,106.01889166666666,-5.36242,Passenger
8,525014065,106.12532666666668,-5.9431666666666665,Unknown ship type
0,13788093,106.11386333333331,-5.937256666666666,Unknown ship type
15,525024239,106.12467666666667,-5.968121666666667,Unknown ship type
0,525024295,105.98045333333332,-5.930971666666666,Unknown ship type
11,525401141,106.09410666666666,-6.719906666666667,High-speed craft
15,525601854,106.02092166666668,-6.311811666666666,Search and rescue vessels
0,525005177,105.93742833333332,-5.912125,Passenger
15,525006281,106.10263333333332,-5.918473333333333,Passenger
1,525113030,106.0454,-5.447648333333333,Unknown ship type
15,525100250,106.05159166666668,-5.7008133333333335,Cargo 
0,525010092,106.10901,-5.978008333333333,Unknown ship type
15,525001015,106.11338333333332,-5.937345,Passenger
8,525016636,106.12505666666668,-5.98489,Unknown ship type
0,525001068,106.10826333333333,64.98602666666666,Passenger
15,525018033,106.02278666666666,-5.85708,Unknown ship type
0,525007397,105.9727,-5.951828333333333,Passenger
0,525400839,105.978715,-5.962226666666667,High-speed craft
0,525500505,106.10460833333332,-5.947396666666667,Pilot
11,525500261,106.10740666666666,-5.976628333333333,Pilot
0,525301368,106.0903,-5.904303333333333,Fishing
0,525300875,106.12412,-5.96535,Fishing
0,525021421,105.79071333333331,-5.76072,Unknown ship type
8,525010303,106.11754833333332,-5.976466666666667,Unknown ship type
11,525021328,106.10762166666666,-5.981775,Unknown ship type
0,525021357,-91.932615,-94.33524166666666,Unknown ship type
5,525114102,105.99197,-5.969843333333333,Unknown ship type
0,351243000,106.11270166666668,-5.975068333333334,Unknown ship type
0,525100805,105.986965,-5.948981666666667,Cargo 
0,525022300,105.90636833333332,-5.9122216666666665,Unknown ship type
15,525201093,105.99258333333331,-5.924016666666667,Tankers
0,525500784,106.10822833333332,-5.950643333333334,Pilot
0,525601859,-91.66672166666666,-95.214095,Search and rescue vessels
0,525501838,79.90133,69.15505166666667,Pilot
3,525023329,106.09132833333334,-5.905891666666666,Unknown ship type
0,525100688,105.99413166666666,-5.92954,Cargo 
0,525101872,106.11351833333332,-5.963525,Cargo 
0,636021545,106.38523166666668,-5.797306666666667,Unknown ship type
0,525601851,-91.83282833333334,-95.10016,Search and rescue vessels
15,525200529,106.11349833333334,-5.953448333333333,Tankers
6,525016699,105.9855,-6.490085,Unknown ship type
0,525022100,105.98540666666666,-5.951805,Unknown ship type
2,525501780,106.10705333333334,-5.980176666666667,Pilot
0,525019409,105.97778166666669,-5.92834,Unknown ship type
8,525006403,106.12082666666667,-5.934061666666667,Passenger
0,525015377,105.94099,-5.937971666666667,Unknown ship type
0,636023798,105.55678666666668,-6.152533333333333,Unknown ship type
0,525018198,81.26986333333333,67.627285,Unknown ship type
0,477141700,105.54855333333332,-6.201315,Unknown ship type
11,525003395,105.98764666666666,-5.979181666666666,Passenger
0,525501643,-93.40160166666666,-93.98192666666668,Pilot
0,636020337,105.61632333333333,-6.177443333333334,Unknown ship type
15,525002068,105.98718833333334,-5.9563033333333335,Passenger
0,525700899,106.114915,-5.93878,Tugs
15,525024056,105.96972166666669,-5.94265,Unknown ship type
0,525501944,-91.839415,-95.1068,Pilot
0,636019957,105.97752333333334,-5.971578333333333,Unknown ship type
1,525005350,106.0015,-6.340436666666666,Passenger
